Date(UTC);Pair;Base Asset;Quote Asset;Type;Price;Amount;Total;Fee;Fee Coin
2025-07-19 13:43:42;SUI/EUR;SUI;EUR;BUY;3.2527;20.2;65.70454;0.01919;SUI
2025-07-19 13:43:42;SUI/EUR;SUI;EUR;BUY;3.2539;3.4;11.06326;0.00323;SUI
2025-07-19 13:43:42;SUI/EUR;SUI;EUR;BUY;3.253;248.6;808.6958;0.23617;SUI
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.13;3.373;293.88949;0.27919502;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.14;0.826;71.97764;0.06837876;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.13;0.826;71.96938;0.06837091;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.17;2.793;243.46581;0.23129252;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.14;3.834;334.09476;0.31739002;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.16;7.518;655.26888;0.62250544;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.16;1.922;167.52152;0.15914544;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.16;0.826;71.99416;0.06839445;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.19;0.826;72.01894;0.06841799;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.18;0.074;6.45132;0.00612875;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.17;0.826;72.00242;0.0684023;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.18;0.953;83.08254;0.07892841;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.18;1.922;167.55996;0.15918196;EUR
2025-07-19 12:52:56;LTC/EUR;LTC;EUR;SELL;87.18;0.5;43.59;0.0414105;EUR
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.34;0.826;72.14284;0.0007847;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.29;0.826;72.10154;0.0007847;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.33;0.287;25.06371;0.00027265;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.28;0.287;25.04936;0.00027265;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.32;1.075;93.869;0.00102125;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.27;0.826;72.08502;0.0007847;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.24;0.239;20.85036;0.00022705;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.35;0.644;56.2534;0.0006118;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.34;14.097;1231.23198;0.01339215;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.33;0.826;72.13458;0.0007847;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.31;0.826;72.11806;0.0007847;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.29;3.835;334.75715;0.00364325;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.28;0.826;72.09328;0.0007847;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.25;0.826;72.0685;0.0007847;LTC
2025-07-19 12:52:45;LTC/EUR;LTC;EUR;BUY;87.23;0.826;72.05198;0.0007847;LTC
2025-07-19 11:35:34;ETH/EUR;ETH;EUR;SELL;3068.02;0.0033;10.124466;0.00961824;EUR
2025-07-19 10:09:09;ETH/EUR;ETH;EUR;SELL;3056.37;0.2737;836.528469;0.79470205;EUR
2025-07-19 10:09:09;ETH/EUR;ETH;EUR;SELL;3056.37;0.1407;430.031259;0.4085297;EUR
2025-07-19 10:09:07;BTC/EUR;BTC;EUR;SELL;101657.8;0.04928;5009.696384;4.75921156;EUR
2025-07-19 10:09:07;BTC/EUR;BTC;EUR;SELL;101658.71;0.00305;310.0590655;0.29455611;EUR
2025-07-19 10:09:07;BTC/EUR;BTC;EUR;SELL;101658.69;0.00308;313.1087652;0.29745333;EUR
2025-07-19 10:09:07;BTC/EUR;BTC;EUR;SELL;101665.25;0.00641;651.6742525;0.61909054;EUR
2025-07-19 10:09:07;BTC/EUR;BTC;EUR;SELL;101658.73;0.00294;298.8766662;0.28393283;EUR
2025-07-19 09:19:22;ETH/EUR;ETH;EUR;BUY;3058.21;0.3037;928.778377;0.00028852;ETH
2025-07-19 09:19:22;ETH/EUR;ETH;EUR;BUY;3058.21;0.0936;286.248456;0.00008892;ETH
2025-07-19 09:19:22;ETH/EUR;ETH;EUR;BUY;3058.21;0.2045;625.403945;0.00019428;ETH
2025-07-19 09:19:22;ETH/EUR;ETH;EUR;BUY;3058.21;0.053;162.08513;0.00005035;ETH
2025-07-19 09:19:22;ETH/EUR;ETH;EUR;BUY;3058.21;0.1164;355.975644;0.00011058;ETH
2025-07-19 09:14:23;ETH/EUR;ETH;EUR;SELL;3056.59;0.0521;159.248339;0.15128592;EUR
2025-07-19 09:14:23;ETH/EUR;ETH;EUR;SELL;3056.59;0.719;2197.68821;2.0878038;EUR
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3060.17;0.0374;114.450358;0.00003553;ETH
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3059.8;0.002;6.1196;0.0000019;ETH
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3060;0.002;6.12;0.0000019;ETH
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3060.15;0.1665;509.514975;0.00015818;ETH
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3060.15;0.0722;220.94283;0.00006859;ETH
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3060.03;0.4805;1470.344415;0.00045648;ETH
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3059.6;0.002;6.1192;0.0000019;ETH
2025-07-19 09:11:56;ETH/EUR;ETH;EUR;BUY;3059.92;0.0085;26.00932;0.00000808;ETH
2025-07-19 09:10:46;BTC/EUR;BTC;EUR;BUY;101606.7;0.00386;392.201862;0.00000367;BTC
2025-07-19 09:10:46;BTC/EUR;BTC;EUR;BUY;101606.7;0.02169;2203.849323;0.00002061;BTC
2025-07-19 09:05:34;XRP/EUR;XRP;EUR;SELL;2.9497;346.4;1021.77608;0.97068728;EUR
2025-07-19 09:04:21;ETH/EUR;ETH;EUR;BUY;3058.61;0.0438;133.967118;0.00004161;ETH
2025-07-19 09:04:21;ETH/EUR;ETH;EUR;BUY;3058.61;0.2913;890.973093;0.00027674;ETH
2025-07-19 09:01:32;ETH/EUR;ETH;EUR;SELL;3053.37;0.0317;96.791829;0.09195224;EUR
2025-07-19 09:01:32;ETH/EUR;ETH;EUR;SELL;3053.37;0.3037;927.308469;0.88094305;EUR
2025-07-19 09:01:23;XRP/EUR;XRP;EUR;BUY;2.9532;237.5;701.385;0.225625;XRP
2025-07-19 09:01:23;XRP/EUR;XRP;EUR;BUY;2.9532;109.6;323.67072;0.10412;XRP
2025-07-19 08:56:38;BTC/EUR;BTC;EUR;BUY;101614.35;0.0111;1127.919285;0.00001055;BTC
2025-07-19 08:53:14;BTC/EUR;BTC;EUR;SELL;101513.9;0.01111;1127.819429;1.07142846;EUR
2025-07-19 08:53:07;ETH/EUR;ETH;EUR;BUY;3057.17;0.3037;928.462529;0.00028852;ETH
2025-07-19 08:53:07;ETH/EUR;ETH;EUR;BUY;3057.31;0.0317;96.916727;0.00003012;ETH
2025-07-19 08:45:23;BTC/EUR;BTC;EUR;BUY;101572.11;0.00081;82.2734091;0.00000077;BTC
2025-07-19 08:45:23;BTC/EUR;BTC;EUR;BUY;101572.11;0.0103;1046.192733;0.00000979;BTC
2025-07-19 08:12:40;S/EUR;S;EUR;SELL;0.3228;1577.6;509.24928;0.48378682;EUR
2025-07-19 08:12:34;S/EUR;S;EUR;BUY;0.3232;621.5;200.8688;0.590425;S
2025-07-19 08:12:34;S/EUR;S;EUR;BUY;0.3232;693;223.9776;0.65835;S
2025-07-19 08:12:34;S/EUR;S;EUR;BUY;0.3232;266.2;86.03584;0.25289;S
2025-07-19 08:11:40;BTC/EUR;BTC;EUR;SELL;101620.61;0.0033;335.348013;0.31858061;EUR
2025-07-19 08:11:40;BTC/EUR;BTC;EUR;SELL;101620.61;0.0078;792.640758;0.75300872;EUR
2025-07-19 08:10:47;ETH/EUR;ETH;EUR;SELL;3069.29;0.2598;797.401542;0.75753146;EUR
2025-07-19 08:10:47;ETH/EUR;ETH;EUR;SELL;3069.36;0.07;214.8552;0.20411244;EUR
2025-07-19 08:10:47;ETH/EUR;ETH;EUR;SELL;3069.6;0.002;6.1392;0.00583224;EUR
2025-07-19 08:10:47;ETH/EUR;ETH;EUR;SELL;3069.4;0.002;6.1388;0.00583186;EUR
2025-07-19 08:07:46;ETH/EUR;ETH;EUR;BUY;3074.41;0.0887;272.700167;0.00008427;ETH
2025-07-19 08:07:46;ETH/EUR;ETH;EUR;BUY;3074.41;0.2451;753.537891;0.00023285;ETH
2025-07-19 08:04:12;BTC/EUR;BTC;EUR;BUY;101700.41;0.0111;1128.874551;0.00001055;BTC
2025-07-19 08:01:45;ETH/EUR;ETH;EUR;SELL;3070.93;0.3037;932.641441;0.88600937;EUR
2025-07-19 08:01:45;ETH/EUR;ETH;EUR;SELL;3070.89;0.0303;93.047967;0.08839557;EUR
2025-07-19 08:00:01;SUI/EUR;SUI;EUR;SELL;3.2437;21.4;69.41518;0.06594442;EUR
2025-07-19 08:00:01;SUI/EUR;SUI;EUR;SELL;3.2437;20.2;65.52274;0.0622466;EUR
2025-07-19 08:00:01;SUI/EUR;SUI;EUR;SELL;3.2433;266;862.7178;0.81958191;EUR
2025-07-19 08:00:01;SUI/EUR;SUI;EUR;SELL;3.2434;2;6.4868;0.00616246;EUR
2025-07-19 08:00:01;SUI/EUR;SUI;EUR;SELL;3.2433;2.9;9.40557;0.00893529;EUR
2025-07-19 08:00:01;SUI/EUR;SUI;EUR;SELL;3.2436;2;6.4872;0.00616284;EUR
2025-07-19 08:00:01;SUI/EUR;SUI;EUR;SELL;3.2435;2;6.487;0.00616265;EUR
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2452;2;6.4904;0.0019;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.245;2.1;6.8145;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2441;2.1;6.81261;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2448;2;6.4896;0.0019;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2446;20.2;65.54092;0.01919;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2445;2.1;6.81345;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2439;2.1;6.81219;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2443;2.1;6.81303;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2452;264.8;859.32896;0.25156;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2449;2.1;6.81429;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2451;2.1;6.81471;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2446;2.1;6.81366;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2447;2;6.4894;0.0019;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2444;2.1;6.81324;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2442;2.1;6.81282;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.244;2.1;6.8124;0.001995;SUI
2025-07-19 07:56:14;SUI/EUR;SUI;EUR;BUY;3.2438;2.4;7.78512;0.00228;SUI
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.8;0.002;6.1516;0.0000019;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.4;0.002;6.1508;0.0000019;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.86;0.0088;27.067568;0.00000836;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.72;0.0195;59.97654;0.00001853;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.82;0.07;215.3074;0.0000665;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.87;0.1354;416.472798;0.00012863;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.75;0.0923;283.891725;0.00008769;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.6;0.002;6.1512;0.0000019;ETH
2025-07-19 07:51:49;ETH/EUR;ETH;EUR;BUY;3075.2;0.002;6.1504;0.0000019;ETH
2025-07-19 07:32:33;SUI/EUR;SUI;EUR;SELL;3.241;316.2;1024.8042;0.97356399;EUR
2025-07-19 07:31:40;ETH/EUR;ETH;EUR;SELL;3072.2;0.002;6.1444;0.00583718;EUR
2025-07-19 07:31:40;ETH/EUR;ETH;EUR;SELL;3072.2;0.3317;1019.04874;0.9680963;EUR
2025-07-19 07:31:34;BTC/EUR;BTC;EUR;SELL;101696.53;0.00808;821.7079624;0.78062256;EUR
2025-07-19 07:31:34;BTC/EUR;BTC;EUR;SELL;101696.53;0.00303;308.1404859;0.29273346;EUR
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2506;3.4;11.05204;0.00323;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2503;3.2;10.40096;0.00304;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2511;3.2;10.40352;0.00304;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2508;3.4;11.05272;0.00323;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.25;2.6;8.45;0.00247;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2511;250.8;815.37588;0.23826;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.251;3.2;10.4032;0.00304;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2507;3.2;10.40224;0.00304;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2503;20.2;65.65606;0.01919;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2499;20.2;65.64798;0.01919;SUI
2025-07-19 07:30:32;SUI/EUR;SUI;EUR;BUY;3.2501;2.8;9.10028;0.00266;SUI
2025-07-19 07:24:09;ETH/EUR;ETH;EUR;BUY;3081.6;0.3037;935.88192;0.00028852;ETH
2025-07-19 07:24:09;ETH/EUR;ETH;EUR;BUY;3081.63;0.028;86.28564;0.0000266;ETH
2025-07-19 07:24:09;ETH/EUR;ETH;EUR;BUY;3081.6;0.002;6.1632;0.0000019;ETH
2025-07-19 07:22:20;BTC/EUR;BTC;EUR;BUY;101750.53;0.01111;1130.4483883;0.00001055;BTC
2025-07-19 07:20:25;BTC/EUR;BTC;EUR;BUY;101751.98;0.00061;62.0687078;0.00000058;BTC
2025-07-19 07:20:25;BTC/EUR;BTC;EUR;BUY;101751.98;0.00021;21.3679158;0.0000002;BTC
2025-07-19 07:20:25;BTC/EUR;BTC;EUR;BUY;101751.98;0.00764;777.3851272;0.00000726;BTC
2025-07-19 07:20:25;BTC/EUR;BTC;EUR;BUY;101751.98;0.00641;652.2301918;0.00000609;BTC
2025-07-19 07:19:27;BTC/EUR;BTC;EUR;SELL;101751.97;0.00913;928.9954861;0.88254571;EUR
2025-07-19 07:19:27;BTC/EUR;BTC;EUR;SELL;101751.97;0.00576;586.0913472;0.55678678;EUR
2025-07-19 07:12:52;SUI/EUR;SUI;EUR;SELL;3.2481;12.6;40.92606;0.03887976;EUR
2025-07-19 07:12:52;SUI/EUR;SUI;EUR;SELL;3.2479;391;1269.9289;1.20643246;EUR
2025-07-19 07:12:52;SUI/EUR;SUI;EUR;SELL;3.2482;20.2;65.61364;0.06233296;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7077;233.4;165.17718;0.15691832;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7077;115;81.3855;0.07731623;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7078;228.2;161.51996;0.15344396;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7078;10.6;7.50268;0.00712755;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7079;228.2;161.54278;0.15346564;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7079;123.1;87.14249;0.08278537;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7078;123.1;87.13018;0.08277367;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7079;10.6;7.50374;0.00712855;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.708;123.1;87.1548;0.08279706;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.708;207.6;146.9808;0.13963176;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.708;10.6;7.5048;0.00712956;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7081;123.1;87.16711;0.08280875;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.708;207.3;146.7684;0.13942998;EUR
2025-07-19 07:12:46;ADA/EUR;ADA;EUR;SELL;0.7081;195.8;138.64598;0.13171368;EUR
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.77;0.483;73.30491;0.00045885;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.78;1.405;213.2509;0.00133475;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.78;2.691;408.43998;0.00255645;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.79;2.193;332.87547;0.00208335;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.79;0.704;106.86016;0.0006688;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.78;0.483;73.30974;0.00045885;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.77;0.05;7.5885;0.0000475;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.76;0.429;65.10504;0.00040755;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.79;0.05;7.5895;0.0000475;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.79;0.483;73.31457;0.00045885;SOL
2025-07-19 07:12:34;SOL/EUR;SOL;EUR;BUY;151.77;0.095;14.41815;0.00009025;SOL
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2502;20.2;65.65404;0.01919;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2491;3.4;11.04694;0.00323;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2504;1.8;5.85072;0.00171;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2492;3.2;10.39744;0.00304;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2498;3.2;10.39936;0.00304;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2496;20.2;65.64192;0.01919;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2486;20.2;65.62172;0.01919;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2488;3.2;10.39616;0.00304;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.25;3.2;10.4;0.00304;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2494;2.2;7.14868;0.00209;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2496;1.8;5.84928;0.00171;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2487;3.2;10.39584;0.00304;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2502;3.1;10.07562;0.002945;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2486;2.5;8.1215;0.002375;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2514;309;1004.6826;0.29355;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.2491;20.2;65.63182;0.01919;SUI
2025-07-19 07:03:40;SUI/EUR;SUI;EUR;BUY;3.249;3.2;10.3968;0.00304;SUI
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7087;123.1;87.24097;0.116945;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7086;10.6;7.51116;0.01007;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7086;123.1;87.22866;0.116945;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7085;100;70.85;0.095;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7085;10.6;7.5101;0.01007;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7084;415.2;294.12768;0.39444;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7084;74.1;52.49244;0.070395;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7083;89.1;63.10953;0.084645;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7084;123.1;87.20404;0.116945;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7087;50.8;36.00196;0.04826;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7086;10.6;7.51116;0.01007;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7086;100;70.86;0.095;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7084;100;70.84;0.095;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7083;209.7;148.53051;0.199215;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7085;123.1;87.21635;0.116945;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7086;79.8;56.54628;0.07581;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7085;66.9;47.39865;0.063555;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7084;10.6;7.50904;0.01007;ADA
2025-07-19 07:02:35;ADA/EUR;ADA;EUR;BUY;0.7083;123.1;87.19173;0.116945;ADA
2025-07-19 06:58:59;BTC/EUR;BTC;EUR;BUY;101647.74;0.00365;371.014251;0.00000347;BTC
2025-07-19 06:58:59;BTC/EUR;BTC;EUR;BUY;101647.74;0.00681;692.2211094;0.00000647;BTC
2025-07-19 06:58:59;BTC/EUR;BTC;EUR;BUY;101647.74;0.00443;450.2994882;0.00000421;BTC
2025-07-19 06:53:12;ETH/EUR;ETH;EUR;BUY;3075.2;0.5981;1839.27712;0.0005682;ETH
2025-07-19 06:51:23;BTC/EUR;BTC;EUR;BUY;101648.46;0.00546;555.0005916;0.00000519;BTC
2025-07-19 06:51:23;BTC/EUR;BTC;EUR;BUY;101648.46;0.01444;1467.8037624;0.00001372;BTC
2025-07-19 06:20:55;BTC/EUR;BTC;EUR;SELL;101688.8;0.00542;551.153296;0.52359563;EUR
2025-07-19 06:20:55;BTC/EUR;BTC;EUR;SELL;101688.8;0.00458;465.734704;0.44244797;EUR
2025-07-19 06:20:38;BTC/EUR;BTC;EUR;SELL;101688.8;0.01389;1412.457432;1.34183456;EUR
2025-07-19 06:20:38;BTC/EUR;BTC;EUR;SELL;101689.8;0.00386;392.522628;0.3728965;EUR
2025-07-19 06:20:38;BTC/EUR;BTC;EUR;SELL;101692.22;0.00272;276.6028384;0.2627727;EUR
2025-07-19 06:20:38;BTC/EUR;BTC;EUR;SELL;101692.23;0.00041;41.6938143;0.03960912;EUR
2025-07-19 06:20:38;BTC/EUR;BTC;EUR;SELL;101692.23;0.00818;831.8424414;0.79025032;EUR
2025-07-19 06:20:38;BTC/EUR;BTC;EUR;SELL;101692.23;0.0371;3772.781733;3.58414265;EUR
2025-07-19 06:20:38;BTC/EUR;BTC;EUR;SELL;101689.82;0.00384;390.4889088;0.37096446;EUR
2025-07-19 06:15:05;BTC/EUR;BTC;EUR;SELL;101696.98;0.00085;86.442433;0.08212031;EUR
2025-07-19 06:15:05;BTC/EUR;BTC;EUR;SELL;101700;0.0036;366.12;0.347814;EUR
2025-07-19 06:15:05;BTC/EUR;BTC;EUR;SELL;101703.14;0.00755;767.858707;0.72946577;EUR
2025-07-19 06:15:05;BTC/EUR;BTC;EUR;SELL;101703.13;0.00049;49.8345337;0.04734281;EUR
2025-07-19 06:14:57;BTC/EUR;BTC;EUR;BUY;101703.15;0.01195;1215.3526425;0.00001135;BTC
2025-07-19 06:14:57;BTC/EUR;BTC;EUR;BUY;101703.15;0.00054;54.919701;0.00000051;BTC
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2671;3;9.8013;0.00931124;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.267;287.8;940.2426;0.89323047;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2675;3.4;11.1095;0.01055403;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2682;3.4;11.11188;0.01055629;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2674;20.2;66.00148;0.06270141;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2676;3;9.8028;0.00931266;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2674;3;9.8022;0.00931209;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.268;3.4;11.1112;0.01055564;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2672;3;9.8016;0.00931152;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2679;3.4;11.11086;0.01055532;EUR
2025-07-19 06:13:55;SUI/EUR;SUI;EUR;SELL;3.2684;20.2;66.02168;0.0627206;EUR
2025-07-19 06:13:50;BTC/EUR;BTC;EUR;SELL;101725.76;0.00253;257.3661728;0.24449786;EUR
2025-07-19 06:13:50;BTC/EUR;BTC;EUR;SELL;101725.76;0.00996;1013.1885696;0.96252914;EUR
2025-07-19 06:13:43;SUI/EUR;SUI;EUR;BUY;3.2686;45.6;149.04816;0.04332;SUI
2025-07-19 06:13:43;SUI/EUR;SUI;EUR;BUY;3.2687;308;1006.7596;0.2926;SUI
2025-07-19 06:13:32;BTC/EUR;BTC;EUR;BUY;101727.5;0.01249;1270.576475;0.00001187;BTC
2025-07-19 06:12:31;SUI/EUR;SUI;EUR;BUY;3.2662;20.2;65.97724;0.01919;SUI
